PageRank,id
2.8936651612713877e-06,192
2.8936651612713873e-06,278
2.8936651612713873e-06,5551
2.8936651612713873e-06,201
2.8936651612713873e-06,2284
2.8936651612713873e-06,2543
2.8936651612713873e-06,566
2.8936651612713873e-06,4604
2.8936651612713873e-06,45
2.8936651612713873e-06,1624
2.893665161271387e-06,4482
2.893665161271387e-06,3404
2.893665161271387e-06,605
2.893665161271387e-06,484
2.8936651612713865e-06,523
2.8936651612713865e-06,2674
2.8936651612713865e-06,587
2.8936651612713865e-06,2658
2.8936651612713865e-06,840
2.8936651612713865e-06,2427
2.8936651612713865e-06,1545
2.8936651612713865e-06,3975
2.893665161271386e-06,3027
2.893665161271386e-06,5013
2.893665161271386e-06,1076
2.893665161271386e-06,4988
2.893665161271386e-06,2953
2.893665161271386e-06,3957
2.893665161271386e-06,2688
2.893665161271386e-06,2676
2.893665161271386e-06,2782
2.893665161271386e-06,5028
2.893665161271386e-06,1643
2.893665161271386e-06,554
2.893665161271386e-06,5080
2.8936651612713856e-06,1140
2.8936651612713856e-06,733
2.8936651612713856e-06,5297
2.8936651612713856e-06,4080
2.8936651612713856e-06,1271
2.8936651612713856e-06,5086
2.8936651612713856e-06,3452
2.8936651612713856e-06,2896
2.8936651612713848e-06,3119
2.8936651612713843e-06,3366
2.893665161271384e-06,3707
2.893665161271384e-06,3333
2.8936651612713835e-06,5415
2.8936651612713835e-06,5464
2.8936651612713822e-06,3738
2.893665161271381e-06,5476
2.8936651612713805e-06,2437
2.89366516127138e-06,1368
2.8936651612713797e-06,3828
2.8936651612713793e-06,4075
2.8936651612713784e-06,256
2.8936651612713784e-06,2661
2.893665161271378e-06,5521
2.893665161271377e-06,2040
2.8936651612713767e-06,3748
2.8936651612713763e-06,4925
2.8936651612713755e-06,896
2.8936651612713755e-06,3986
2.893665161271375e-06,1663
2.893665161271375e-06,545
2.8936651612713746e-06,1600
2.8936651612713746e-06,3451
2.8936651612713738e-06,1290
2.893665161271373e-06,1839
2.8936651612713725e-06,3731
2.893665161271372e-06,5612
2.8936651612713712e-06,2484
2.893665161271371e-06,5859
2.893665161271371e-06,1744
2.893665161271371e-06,1591
2.8936651612713704e-06,2404
2.89366516127137e-06,5439
2.89366516127137e-06,5826
2.893665161271369e-06,2262
2.8936651612713683e-06,5227
2.893665161271368e-06,2079
2.893665161271368e-06,4007
2.8936651612713666e-06,3990
2.8936651612713666e-06,5845
2.893665161271366e-06,3168
2.8936651612713657e-06,1957
2.8936651612713657e-06,1855
2.866148357898222e-06,5602
2.8661483578982216e-06,5623
2.865805845565327e-06,3157
2.865805845565327e-06,2013
2.865805845565327e-06,448
2.865805845565327e-06,143
2.862014229582022e-06,593
2.8332430770417178e-06,3898
2.8332430770417178e-06,3723
2.833243077041717e-06,3490
2.8332430770417152e-06,4354
2.833243077041708e-06,3689
2.833243077041708e-06,4098
2.820787766145512e-06,3757
2.8043894782014722e-06,921
2.8043894782014722e-06,1328
2.8043894782014714e-06,4639
2.8043894782014693e-06,5163
2.8043894782014693e-06,1261
2.8043894782014693e-06,1037
2.8043894782014693e-06,1166
2.8043894782014684e-06,534
2.8043894782014684e-06,959
2.8043894782014633e-06,722
2.8043894782014633e-06,2200
2.7536828884621447e-06,1877
2.7536768560668194e-06,2571
2.690689415603948e-06,2632
2.6667794065416882e-06,1318
2.6465715135613263e-06,2671
2.5244384010166046e-06,2622
2.5058941811221476e-06,1317
2.5058941811221476e-06,309
2.4477462857794642e-06,4669
2.4319171463415585e-06,2835
2.4064394167881013e-06,2670
2.4064394167880987e-06,5606
2.4064394167880983e-06,3470
2.375360667402991e-06,894
2.375360667402991e-06,1122
2.375360667402991e-06,606
2.375360667402991e-06,953
2.375360667402991e-06,548
2.375360667402991e-06,1326
2.3450947980410525e-06,3025
2.3286812512679992e-06,3876
2.3286812512679992e-06,5790
2.3218929038773626e-06,3562
2.2618794232435155e-06,4661
2.2088614892453817e-06,1403
2.2088614892453817e-06,4119
2.186862572451204e-06,2601
2.186862572451204e-06,2585
2.1868625724512034e-06,4735
2.1868625724512034e-06,5824
2.1868625724512034e-06,4569
2.1868625724512034e-06,2266
2.186862572451203e-06,5204
2.186862572451203e-06,530
2.186862572451203e-06,1501
2.186862572451203e-06,1068
2.186862572451203e-06,5200
2.186862572451203e-06,101
2.1868625724512025e-06,20
2.1868625724512025e-06,109
2.1868625724512025e-06,3239
2.186862572451202e-06,1383
2.186862572451202e-06,1675
2.186862572451202e-06,610
2.1868625724512017e-06,3820
2.1868625724512017e-06,1098
2.1868625724512017e-06,2838
2.1868625724512017e-06,1802
2.1868625724512013e-06,3445
2.1868625724512013e-06,3555
2.1868625724512013e-06,3699
2.1168684198489285e-06,2634
2.1168684198489285e-06,2570
2.1168684198489285e-06,2666
2.0412819304619207e-06,3567
2.0412819304619207e-06,3569
2.026278560303459e-06,4667
2.026278560303459e-06,4668
2.0233656513069046e-06,475
2.0233656513069046e-06,626
2.0233656513069037e-06,3888
2.0233656513069037e-06,3781
2.0233656513069037e-06,3208
2.0233656513069037e-06,4035
2.0233656513069037e-06,3655
2.019393815597154e-06,3759
1.9512617095111473e-06,5720
1.951261709511147e-06,4662
1.951261709511147e-06,4646
1.951261709511147e-06,4663
1.951261709511147e-06,2721
1.9512617095111456e-06,3724
1.9512617095111456e-06,4036
1.9512617095111456e-06,1340
1.9397689247411606e-06,2669
1.9397689247411606e-06,2657
1.93976892474116e-06,5661
1.93976892474116e-06,5806
1.93976892474116e-06,5762
1.8334612780411195e-06,2419
1.8334612780411195e-06,2158
1.8334612780411178e-06,1046
1.8334612780411178e-06,134
1.7769305962723079e-06,3394
1.7769305962723079e-06,3736
1.7769305962723079e-06,2173
1.7769305962723079e-06,3760
1.7769305962723079e-06,1670
1.7769305962723079e-06,493
1.7769305962723079e-06,29
1.7769305962723079e-06,535
1.7769305962723079e-06,3408
1.7769305962723079e-06,1967
1.7627810191591034e-06,3565
1.7627810191591034e-06,3564
1.7627810191591034e-06,3566
1.7627810191591034e-06,3563
1.7156608465710912e-06,4654
1.7156608465710912e-06,4666
1.7156608465710912e-06,4522
1.7156608465710908e-06,2142
1.7156608465710908e-06,1689
1.7156608465710908e-06,3545
1.480059983631042e-06,486
1.480059983631042e-06,3554
1.480059983631042e-06,5025
1.4800599836310372e-06,5413
1.4800599836310372e-06,585
1.4800599836310372e-06,410
1.4800599836310372e-06,3800
1.4800599836310372e-06,2817
1.4800599836310372e-06,2821
1.4800599836310372e-06,4367
1.4800599836310372e-06,3785
1.4800599836310372e-06,4680
1.4800599836310372e-06,2823
1.4800599836310372e-06,1759
1.4800599836310372e-06,778
1.4800599836310372e-06,3776
1.4800599836310372e-06,1719
1.4800599836310372e-06,2825
1.4800599836310372e-06,4266
1.4800599836310372e-06,2828
1.4800599836310372e-06,786
1.4800599836310372e-06,3804
1.4800599836310372e-06,1763
1.4800599836310372e-06,2784
1.4800599836310372e-06,753
1.4800599836310372e-06,5890
1.4800599836310372e-06,4458
1.4800599836310372e-06,2786
1.4800599836310372e-06,3829
1.4800599836310372e-06,2788
1.4800599836310372e-06,747
1.4800599836310372e-06,1774
1.4800599836310372e-06,760
1.4800599836310372e-06,224
1.4800599836310372e-06,2812
1.4800599836310372e-06,2240
1.4800599836310372e-06,397
1.4800599836310372e-06,3816
1.4800599836310372e-06,4281
1.4800599836310372e-06,5862
1.4800599836310372e-06,2451
1.4800599836310372e-06,4900
1.4800599836310372e-06,2470
1.4800599836310372e-06,2859
1.4800599836310372e-06,5015
1.4800599836310372e-06,899
1.4800599836310372e-06,4531
1.4800599836310372e-06,2961
1.4800599836310372e-06,2966
1.4800599836310372e-06,4664
1.4800599836310372e-06,2616
1.4800599836310372e-06,4365
1.4800599836310372e-06,4245
1.4800599836310372e-06,2073
1.4800599836310372e-06,5027
1.4800599836310372e-06,1662
1.4800599836310372e-06,149
1.4800599836310372e-06,3704
1.4800599836310372e-06,1657
1.4800599836310372e-06,4240
1.4800599836310372e-06,935
1.4800599836310372e-06,4322
1.4800599836310372e-06,2940
1.4800599836310372e-06,2918
1.4800599836310372e-06,2905
1.4800599836310372e-06,4519
1.4800599836310372e-06,4121
1.4800599836310372e-06,3746
1.4800599836310372e-06,2472
1.4800599836310372e-06,5791
1.4800599836310372e-06,2866
1.4800599836310372e-06,581
1.4800599836310372e-06,824
1.4800599836310372e-06,4521
1.4800599836310372e-06,4921
1.4800599836310372e-06,576
1.4800599836310372e-06,2884
1.4800599836310372e-06,4524
1.4800599836310372e-06,1685
1.4800599836310372e-06,3732
1.4800599836310372e-06,588
1.4800599836310372e-06,5899
1.4800599836310372e-06,3695
1.4800599836310372e-06,2699
1.4800599836310372e-06,4015
1.4800599836310372e-06,602
1.4800599836310372e-06,219
1.4800599836310372e-06,2693
1.4800599836310372e-06,4004
1.4800599836310372e-06,2344
1.4800599836310372e-06,4308
1.4800599836310372e-06,2644
1.4800599836310372e-06,4030
1.4800599836310372e-06,4304
1.4800599836310372e-06,3987
1.4800599836310372e-06,660
1.4800599836310372e-06,9
1.4800599836310372e-06,2711
1.4800599836310372e-06,313
1.4800599836310372e-06,2720
1.4800599836310372e-06,4029
1.4800599836310372e-06,1984
1.4800599836310372e-06,19
1.4800599836310372e-06,2014
1.4800599836310372e-06,2665
1.4800599836310372e-06,2659
1.4800599836310372e-06,628
1.4800599836310372e-06,2675
1.4800599836310372e-06,2026
1.4800599836310372e-06,2019
1.4800599836310372e-06,2678
1.4800599836310372e-06,4729
1.4800599836310372e-06,4698
1.4800599836310372e-06,4059
1.4800599836310372e-06,4054
1.4800599836310372e-06,4052
1.4800599836310372e-06,4047
1.4800599836310372e-06,1995
1.4800599836310372e-06,4038
1.4800599836310372e-06,636
1.4800599836310372e-06,4415
1.4800599836310372e-06,3973
1.4800599836310372e-06,3972
1.4800599836310372e-06,4369
1.4800599836310372e-06,4806
1.4800599836310372e-06,4812
1.4800599836310372e-06,3887
1.4800599836310372e-06,353
1.4800599836310372e-06,721
1.4800599836310372e-06,2770
1.4800599836310372e-06,3881
1.4800599836310372e-06,4681
1.4800599836310372e-06,4301
1.4800599836310372e-06,1829
1.4800599836310372e-06,2637
1.4800599836310372e-06,3875
1.4800599836310372e-06,1819
1.4800599836310372e-06,1815
1.4800599836310372e-06,4828
1.4800599836310372e-06,2409
1.4800599836310372e-06,3896
1.4800599836310372e-06,340
1.4800599836310372e-06,4791
1.4800599836310372e-06,3903
1.4800599836310372e-06,5999
1.4800599836310372e-06,279
1.4800599836310372e-06,4421
1.4800599836310372e-06,3928
1.4800599836310372e-06,1878
1.4800599836310372e-06,2726
1.4800599836310372e-06,687
1.4800599836310372e-06,3917
1.4800599836310372e-06,5963
1.4800599836310372e-06,2738
1.4800599836310372e-06,2063
1.4800599836310372e-06,5956
1.4800599836310372e-06,330
1.4800599836310372e-06,4112
1.4800599836310372e-06,691
1.4800599836310372e-06,1648
1.4800599836310372e-06,5036
1.4800599836310372e-06,4609
1.4800599836310372e-06,3456
1.4800599836310372e-06,5524
1.4800599836310372e-06,71
1.4800599836310372e-06,3211
1.4800599836310372e-06,3218
1.4800599836310372e-06,3465
1.4800599836310372e-06,4168
1.4800599836310372e-06,4219
1.4800599836310372e-06,533
1.4800599836310372e-06,4163
1.4800599836310372e-06,3236
1.4800599836310372e-06,3237
1.4800599836310372e-06,2540
1.4800599836310372e-06,4212
1.4800599836310372e-06,4590
1.4800599836310372e-06,1394
1.4800599836310372e-06,5489
1.4800599836310372e-06,4164
1.4800599836310372e-06,3203
1.4800599836310372e-06,5221
1.4800599836310372e-06,3511
1.4800599836310372e-06,1487
1.4800599836310372e-06,4573
1.4800599836310372e-06,1478
1.4800599836310372e-06,3525
1.4800599836310372e-06,4579
1.4800599836310372e-06,5234
1.4800599836310372e-06,5560
1.4800599836310372e-06,1139
1.4800599836310372e-06,3487
1.4800599836310372e-06,5235
1.4800599836310372e-06,5549
1.4800599836310372e-06,3190
1.4800599836310372e-06,3498
1.4800599836310372e-06,4631
1.4800599836310372e-06,3489
1.4800599836310372e-06,3197
1.4800599836310372e-06,5480
1.4800599836310372e-06,80
1.4800599836310372e-06,1385
1.4800599836310372e-06,4353
1.4800599836310372e-06,3308
1.4800599836310372e-06,3395
1.4800599836310372e-06,5442
1.4800599836310372e-06,5441
1.4800599836310372e-06,1285
1.4800599836310372e-06,88
1.4800599836310372e-06,2549
1.4800599836310372e-06,5433
1.4800599836310372e-06,1384
1.4800599836310372e-06,2144
1.4800599836310372e-06,3345
1.4800599836310372e-06,5399
1.4800599836310372e-06,5403
1.4800599836310372e-06,4612
1.4800599836310372e-06,5420
1.4800599836310372e-06,3363
1.4800599836310372e-06,5353
1.4800599836310372e-06,520
1.4800599836310372e-06,2303
1.4800599836310372e-06,3287
1.4800599836310372e-06,113
1.4800599836310372e-06,4591
1.4800599836310372e-06,1381
1.4800599836310372e-06,4615
1.4800599836310372e-06,4592
1.4800599836310372e-06,2569
1.4800599836310372e-06,5309
1.4800599836310372e-06,3264
1.4800599836310372e-06,3276
1.4800599836310372e-06,3414
1.4800599836310372e-06,4594
1.4800599836310372e-06,2128
1.4800599836310372e-06,3278
1.4800599836310372e-06,1232
1.4800599836310372e-06,2132
1.4800599836310372e-06,3539
1.4800599836310372e-06,61
1.4800599836310372e-06,2992
1.4800599836310372e-06,1572
1.4800599836310372e-06,4553
1.4800599836310372e-06,5096
1.4800599836310372e-06,3646
1.4800599836310372e-06,2507
1.4800599836310372e-06,3056
1.4800599836310372e-06,1585
1.4800599836310372e-06,4136
1.4800599836310372e-06,1012
1.4800599836310372e-06,3660
1.4800599836310372e-06,1568
1.4800599836310372e-06,3615
1.4800599836310372e-06,4141
1.4800599836310372e-06,1565
1.4800599836310372e-06,5655
1.4800599836310372e-06,2603
1.4800599836310372e-06,2512
1.4800599836310372e-06,3045
1.4800599836310372e-06,4237
1.4800599836310372e-06,1125
1.4800599836310372e-06,1629
1.4800599836310372e-06,5732
1.4800599836310372e-06,5731
1.4800599836310372e-06,5730
1.4800599836310372e-06,950
1.4800599836310372e-06,3678
1.4800599836310372e-06,1631
1.4800599836310372e-06,1630
1.4800599836310372e-06,3003
1.4800599836310372e-06,2087
1.4800599836310372e-06,3010
1.4800599836310372e-06,5719
1.4800599836310372e-06,2311
1.4800599836310372e-06,5717
1.4800599836310372e-06,977
1.4800599836310372e-06,3665
1.4800599836310372e-06,4549
1.4800599836310372e-06,1023
1.4800599836310372e-06,5648
1.4800599836310372e-06,468
1.4800599836310372e-06,2592
1.4800599836310372e-06,1074
1.4800599836310372e-06,237
1.4800599836310372e-06,4226
1.4800599836310372e-06,1095
1.4800599836310372e-06,5609
1.4800599836310372e-06,5193
1.4800599836310372e-06,3558
1.4800599836310372e-06,3556
1.4800599836310372e-06,1550
1.4800599836310372e-06,1109
1.4800599836310372e-06,3161
1.4800599836310372e-06,3553
1.4800599836310372e-06,2523
1.4800599836310372e-06,5598
1.4800599836310372e-06,2174
1.4800599836310372e-06,3547
1.4800599836310372e-06,132
1.4800599836310372e-06,3099
1.4800599836310372e-06,5614
1.4800599836310372e-06,3092
1.4800599836310372e-06,1024
1.4800599836310372e-06,3591
1.4800599836310372e-06,2516
1.4800599836310372e-06,1541
1.4800599836310372e-06,5636
1.4800599836310372e-06,1026
1.4800599836310372e-06,1027
1.4800599836310372e-06,5129
1.4800599836310372e-06,1528
1.4800599836310372e-06,3084
1.4800599836310372e-06,4150
1.4800599836310372e-06,5615
1.4800599836310372e-06,3572
1.4800599836310372e-06,3571
1.4800599836310372e-06,3570
1.4800599836310372e-06,3397
